BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,_id
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,19:01,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc86
QUEENS,Driver Inattention/Distraction,Unspecified,9/11/2021,13:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc87
MANHATTAN,Passing Too Closely,Unspecified,4/15/2021,10:13,0,0,3-Door,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc88
BRONX,Unspecified,,4/14/2021,9:40,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc89
BRONX,Following Too Closely,Unspecified,4/10/2021,22:06,4,0,Taxi,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc8a
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/13/2021,8:04,1,0,Sedan,E-Scooter,65226c0c27407f3e1fedfc8b
BRONX,Traffic Control Disregarded,Unspecified,4/15/2021,23:06,1,0,Sedan,Sedan,65226c0c27407f3e1fedfc8c
,Passing Too Closely,Unspecified,4/14/2021,12:00,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfc8d
BROOKLYN,Traffic Control Disregarded,Unspecified,4/10/2021,4:45,0,0,Sedan,,65226c0c27407f3e1fedfc8e
,Passing or Lane Usage Improper,Unspecified,4/14/2021,17:30,0,0,Box Truck,Pick-up Truck,65226c0c27407f3e1fedfc8f
,Unspecified,Unspecified,4/14/2021,22:40,2,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfc90
BROOKLYN,Turning Improperly,,4/14/2021,12:47,2,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc91
,Backing Unsafely,,4/16/2021,14:30,0,0,Sedan,,65226c0c27407f3e1fedfc92
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/15/2021,0:00,3,0,Sedan,,65226c0c27407f3e1fedfc93
,Following Too Closely,,4/14/2021,6:55,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfc94
QUEENS,Unspecified,,4/14/2021,19:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc95
STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,4/14/2021,17:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc96
QUEENS,Unspecified,,4/14/2021,6:15,0,0,Sedan,,65226c0c27407f3e1fedfc97
BROOKLYN,Passing or Lane Usage Improper,Unspecified,4/15/2021,8:15,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc98
BROOKLYN,Following Too Closely,Unspecified,4/16/2021,13:45,0,0,Taxi,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc99
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/14/2021,16:25,1,0,Sedan,Taxi,65226c0c27407f3e1fedfc9a
,Unsafe Lane Changing,Unspecified,4/15/2021,0:01,0,0,Taxi,,65226c0c27407f3e1fedfc9b
BROOKLYN,Unsafe Speed,Unspecified,4/15/2021,3:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfc9c
,Driver Inattention/Distraction,Unspecified,4/15/2021,9:00,1,0,Beverage Truck,Bus,65226c0c27407f3e1fedfc9d
BROOKLYN,Other Vehicular,Other Vehicular,4/14/2021,7:40,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc9e
QUEENS,Unspecified,Unspecified,9/11/2021,20:15,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfc9f
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,8:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfca0
BROOKLYN,Driver Inexperience,Unspecified,4/15/2021,5:27,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfca1
QUEENS,Driver Inattention/Distraction,Unspecified,4/15/2021,18:10,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfca2
,Passing Too Closely,Unspecified,4/16/2021,17:15,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfca3
,Driver Inattention/Distraction,Unspecified,4/14/2021,16:42,0,0,Box Truck,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfca4
MANHATTAN,Unspecified,Unspecified,4/15/2021,14:56,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfca5
BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4/15/2021,20:50,1,0,Pick-up Truck,,65226c0c27407f3e1fedfca6
BROOKLYN,Driver Inattention/Distraction,Traffic Control Disregarded,4/15/2021,18:16,3,0,Sedan,Sedan,65226c0c27407f3e1fedfca7
MANHATTAN,Unspecified,Unspecified,4/4/2021,4:00,0,0,Sedan,,65226c0c27407f3e1fedfca8
,Traffic Control Disregarded,,4/15/2021,16:10,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfca9
QUEENS,Backing Unsafely,Unspecified,4/16/2021,21:20,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfcaa
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,4/14/2021,12:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfcab
BRONX,Unspecified,Unspecified,4/14/2021,18:14,1,0,Sedan,Bike,65226c0c27407f3e1fedfcac
BROOKLYN,Unspecified,,4/15/2021,21:42,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfcad
BROOKLYN,Passing Too Closely,Unspecified,4/16/2021,12:00,0,0,Sedan,,65226c0c27407f3e1fedfcae
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,4/16/2021,12:07,1,0,Sedan,Sedan,65226c0c27407f3e1fedfcaf
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/14/2021,18:55,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfcb0
BRONX,Passing Too Closely,Unspecified,4/14/2021,18:38,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfcb1
,Unspecified,Unspecified,4/11/2021,9:20,1,0,Sedan,Sedan,65226c0c27407f3e1fedfcb2
QUEENS,Driver Inattention/Distraction,Unspecified,4/14/2021,1:00,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfcb3
BROOKLYN,Oversized Vehicle,Unspecified,4/16/2021,14:00,0,0,Sedan,Bus,65226c0c27407f3e1fedfcb4
STATEN ISLAND,Driver Inattention/Distraction,Unspecified,4/14/2021,2:10,0,0,Sedan,Sedan,65226c0c27407f3e1fedfcb5
BROOKLYN,Unspecified,Unspecified,4/14/2021,12:30,0,0,Sedan,VAN/TRUCK,65226c0c27407f3e1fedfcb6
,Driver Inattention/Distraction,Driver Inexperience,4/16/2021,10:50,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfcb7
sedrtfyguhijuh7g6,,,,,,,,,652302f7e74250c0fec366d8
sedrtfyguhijuh7g6,,,,,,,,,652303e27133b00f2196d70b
sedrtfyguhijuh7g6,,,,,,,,,6523040e4fe0bad8556d5eef
sedrtfyguhijuh7g6,,,,,,,,,65230533161abcf1467aafc5
sedrtfyguhijuh7g6,,,,,,,,,652305d35dff1ae3fd5f522d
,,,,,,,,,6523966b3b7b8d266cad0a35
,,,,,,,,,652396f23b7b8d266cad0a38
,,,,,,,,,6523975e3b7b8d266cad0a3a
,,,,,,,,,6523976a3b7b8d266cad0a3c
,,,,,,,,,6523978b3b7b8d266cad0a3f
,,,,,,,,,652397af85bd11a65942fab5
