BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,_id
BROOKLYN,Driver Inattention/Distraction,Unspecified,9/10/2021,13:10,0,0,Sedan,E-Bike,65226c0c27407f3e1fedfa33
,Unspecified,Unspecified,9/11/2021,15:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa34
BRONX,Backing Unsafely,Unspecified,7/8/2021,16:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa35
,Unspecified,,9/2/2021,19:56,0,0,Sedan,,65226c0c27407f3e1fedfa36
,Following Too Closely,Unspecified,9/11/2021,15:45,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa37
,Driver Inattention/Distraction,Unspecified,9/7/2021,22:30,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa38
QUEENS,Unspecified,Unspecified,6/25/2021,14:35,0,0,Pick-up Truck,,65226c0c27407f3e1fedfa39
,Unsafe Lane Changing,Unspecified,7/8/2021,18:40,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa3a
QUEENS,Unspecified,,7/4/2021,4:00,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa3b
QUEENS,Unsafe Speed,Unspecified,7/8/2021,21:19,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa3c
BROOKLYN,Driver Inattention/Distraction,Unspecified,9/11/2021,15:01,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa3d
MANHATTAN,Driver Inattention/Distraction,Unspecified,9/10/2021,19:00,0,0,Sedan,Motorcycle,65226c0c27407f3e1fedfa3e
,Driver Inexperience,Unspecified,9/11/2021,0:20,3,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa3f
MANHATTAN,Backing Unsafely,,9/10/2021,10:55,0,0,Sedan,,65226c0c27407f3e1fedfa40
STATEN ISLAND,Unsafe Speed,Unspecified,9/11/2021,1:39,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa41
BRONX,Failure to Yield Right-of-Way,Unspecified,9/11/2021,18:16,0,0,E-Bike,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa42
BROOKLYN,Unspecified,,7/8/2021,12:58,0,0,Sedan,,65226c0c27407f3e1fedfa43
BROOKLYN,Unspecified,Unspecified,9/11/2021,22:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa44
BROOKLYN,Unspecified,Unspecified,9/11/2021,18:55,0,0,Tow Truck / Wrecker,Sedan,65226c0c27407f3e1fedfa45
MANHATTAN,Unsafe Speed,,9/7/2021,12:42,0,0,Sedan,,65226c0c27407f3e1fedfa46
BRONX,Unsafe Lane Changing,Driver Inattention/Distraction,9/10/2021,17:39,1,0,Station Wagon/Sport Utility Vehicle,E-Bike,65226c0c27407f3e1fedfa47
,Driver Inattention/Distraction,Failure to Yield Right-of-Way,9/11/2021,19:20,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa48
BRONX,Passing or Lane Usage Improper,Unspecified,6/30/2021,19:20,0,0,Sedan,,65226c0c27407f3e1fedfa49
MANHATTAN,Driver Inattention/Distraction,,9/10/2021,20:19,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa4a
BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,7/8/2021,13:26,1,0,Pick-up Truck,Bike,65226c0c27407f3e1fedfa4b
MANHATTAN,Driver Inattention/Distraction,Unspecified,9/11/2021,8:45,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa4c
BROOKLYN,Unsafe Speed,Unspecified,9/11/2021,19:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa4d
,Driver Inattention/Distraction,Unspecified,7/4/2021,23:50,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa4e
QUEENS,Passing Too Closely,Unspecified,7/1/2021,8:10,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa4f
,Unspecified,Unspecified,9/11/2021,3:00,0,0,Van,Sedan,65226c0c27407f3e1fedfa50
QUEENS,Driver Inattention/Distraction,Unspecified,3/25/2022,9:55,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa51
QUEENS,Failure to Yield Right-of-Way,,9/1/2021,19:30,1,0,Sedan,,65226c0c27407f3e1fedfa52
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,9/10/2021,15:20,1,0,Sedan,E-Bike,65226c0c27407f3e1fedfa53
,Following Too Closely,Unspecified,9/11/2021,15:30,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa54
MANHATTAN,Driver Inexperience,,9/11/2021,14:34,0,0,Box Truck,,65226c0c27407f3e1fedfa55
QUEENS,Driver Inattention/Distraction,Unspecified,9/10/2021,9:00,0,0,Pick-up Truck,,65226c0c27407f3e1fedfa56
,Unspecified,Unspecified,9/11/2021,3:25,0,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfa57
BROOKLYN,Driver Inattention/Distraction,Unspecified,9/11/2021,1:00,0,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfa58
BRONX,Driver Inattention/Distraction,Unspecified,9/11/2021,11:25,1,0,Sedan,Bike,65226c0c27407f3e1fedfa59
BROOKLYN,Driver Inexperience,Unspecified,9/11/2021,21:30,2,0,Sedan,Chassis Cab,65226c0c27407f3e1fedfa5a
BRONX,Driver Inattention/Distraction,Unspecified,7/9/2021,12:30,1,0,E-Bike,E-Bike,65226c0c27407f3e1fedfa5b
QUEENS,Unspecified,Unspecified,9/5/2021,21:18,5,0,Sedan,Sedan,65226c0c27407f3e1fedfa5c
BROOKLYN,Driver Inattention/Distraction,Unspecified,9/11/2021,3:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa5d
,Unsafe Speed,Unspecified,9/11/2021,11:30,3,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa5e
QUEENS,Unspecified,Unspecified,9/11/2021,21:35,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa5f
QUEENS,Unspecified,,7/8/2021,16:04,0,0,Sedan,,65226c0c27407f3e1fedfa60
,Driver Inattention/Distraction,,7/2/2021,14:00,1,0,,,65226c0c27407f3e1fedfa61
QUEENS,Following Too Closely,Unspecified,9/11/2021,23:20,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa62
,Unspecified,,7/8/2021,12:25,1,0,Sedan,,65226c0c27407f3e1fedfa63
MANHATTAN,Passing Too Closely,Unspecified,7/8/2021,15:15,0,0,Sedan,,65226c0c27407f3e1fedfa64
QUEENS,Failure to Yield Right-of-Way,Unspecified,7/9/2021,12:22,0,0,Bus,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa65
,Unsafe Speed,Unspecified,9/9/2021,15:15,0,0,Pick-up Truck,Flat Rack,65226c0c27407f3e1fedfa66
QUEENS,Traffic Control Disregarded,Unspecified,7/9/2021,3:25,0,0,Sedan,,65226c0c27407f3e1fedfa67
STATEN ISLAND,Animals Action,Unspecified,9/11/2021,2:05,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa68
BROOKLYN,Passing Too Closely,Unspecified,7/9/2021,0:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa69
STATEN ISLAND,Driver Inattention/Distraction,Unspecified,9/11/2021,15:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa6a
,Driver Inattention/Distraction,Unspecified,9/10/2021,21:27,2,0,Sedan,,65226c0c27407f3e1fedfa6b
,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,9/8/2021,10:10,1,0,Sedan,Bike,65226c0c27407f3e1fedfa6c
,Reaction to Uninvolved Vehicle,,9/11/2021,10:00,1,0,Motorcycle,,65226c0c27407f3e1fedfa6d
QUEENS,Driver Inattention/Distraction,Following Too Closely,9/11/2021,7:58,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa6e
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,9/11/2021,16:25,0,0,Taxi,Box Truck,65226c0c27407f3e1fedfa6f
BROOKLYN,Passing or Lane Usage Improper,Unspecified,5/21/2019,22:50,0,0,�MBU,Taxi,65226c0c27407f3e1fedfa70
,Driver Inattention/Distraction,Unspecified,1/21/2020,15:49,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa71
BRONX,Unspecified,Unspecified,2/26/2021,14:50,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa72
,Following Too Closely,Unspecified,3/9/2021,11:00,1,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfa73
BROOKLYN,Driver Inexperience,Unspecified,3/31/2021,22:20,1,0,Sedan,Sedan,65226c0c27407f3e1fedfa74
STATEN ISLAND,Failure to Yield Right-of-Way,Unsafe Speed,4/6/2021,22:58,7,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa75
,Driver Inattention/Distraction,Unspecified,4/9/2021,14:45,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa76
,Following Too Closely,Unspecified,4/14/2021,13:00,0,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfa77
,Brakes Defective,Unspecified,4/14/2021,11:00,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa78
,Driver Inattention/Distraction,Unspecified,4/16/2021,21:15,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa79
BRONX,Following Too Closely,Unspecified,4/15/2021,13:30,0,0,Sedan,Ambulance,65226c0c27407f3e1fedfa7a
,Passing Too Closely,Unspecified,4/14/2021,14:40,0,0,Box Truck,Sedan,65226c0c27407f3e1fedfa7b
QUEENS,Turning Improperly,Unspecified,4/14/2021,21:43,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa7c
BRONX,Unspecified,Unspecified,4/16/2021,17:40,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa7d
,Driver Inexperience,Unspecified,4/16/2021,0:50,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa7e
BROOKLYN,Unspecified,Unspecified,4/15/2021,10:30,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa7f
BRONX,Unsafe Speed,Unspecified,4/16/2021,16:35,2,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa80
BROOKLYN,Following Too Closely,Unspecified,4/15/2021,17:20,1,0,Sedan,Van,65226c0c27407f3e1fedfa81
MANHATTAN,Backing Unsafely,Unspecified,4/16/2021,21:20,0,0,Sedan,,65226c0c27407f3e1fedfa82
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/16/2021,17:20,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa83
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,4/15/2021,14:30,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa84
,Unsafe Speed,Unspecified,9/11/2021,22:57,2,0,PK,Sedan,65226c0c27407f3e1fedfa85
BROOKLYN,Unspecified,Unspecified,4/16/2021,23:20,3,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa86
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,18:15,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa87
BROOKLYN,Passing or Lane Usage Improper,Unspecified,4/14/2021,13:00,0,0,Pick-up Truck,,65226c0c27407f3e1fedfa88
QUEENS,Passing Too Closely,Unspecified,6/30/2021,11:47,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa89
,Driver Inattention/Distraction,Unspecified,4/14/2021,20:14,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa8a
BROOKLYN,Passing Too Closely,Unspecified,4/14/2021,15:16,1,0,Sedan,Sedan,65226c0c27407f3e1fedfa8b
,Unspecified,,4/15/2021,19:30,0,0,Sedan,,65226c0c27407f3e1fedfa8c
,View Obstructed/Limited,Driver Inexperience,4/16/2021,13:15,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa8d
BRONX,Steering Failure,Unspecified,4/14/2021,21:08,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfa8e
BROOKLYN,Failure to Yield Right-of-Way,,4/13/2021,20:34,1,0,Sedan,,65226c0c27407f3e1fedfa8f
QUEENS,Unspecified,,4/13/2021,14:10,0,0,Sedan,,65226c0c27407f3e1fedfa90
,Unspecified,,4/14/2021,22:00,3,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa91
BRONX,Traffic Control Disregarded,Unspecified,4/15/2021,12:16,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa92
BROOKLYN,Unspecified,,4/15/2021,18:15,0,0,Sedan,,65226c0c27407f3e1fedfa93
,Passing or Lane Usage Improper,Unspecified,4/15/2021,19:30,1,0,Sedan,Sedan,65226c0c27407f3e1fedfa94
BROOKLYN,Drugs (illegal),Unspecified,4/14/2021,21:04,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa95
,Other Vehicular,Unsafe Speed,4/14/2021,1:40,0,0,Sedan,Sedan,65226c0c27407f3e1fedfa96
,Reaction to Uninvolved Vehicle,Unspecified,4/16/2021,18:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa97
,Following Too Closely,Unspecified,4/14/2021,8:30,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa98
,Driver Inattention/Distraction,,4/15/2021,12:05,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfa99
QUEENS,Turning Improperly,Unspecified,4/16/2021,11:00,1,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfa9a
QUEENS,Traffic Control Disregarded,Unspecified,4/16/2021,17:00,5,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa9b
,Unspecified,Unspecified,4/16/2021,12:00,0,0,Box Truck,Dump,65226c0c27407f3e1fedfa9c
,Unspecified,,4/16/2021,20:27,0,0,Sedan,,65226c0c27407f3e1fedfa9d
BROOKLYN,Unspecified,Unspecified,4/15/2021,18:25,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa9e
BROOKLYN,Unspecified,Unspecified,4/12/2021,16:08,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfa9f
,Aggressive Driving/Road Rage,Unspecified,4/14/2021,11:55,0,0,Sedan,,65226c0c27407f3e1fedfaa0
,Driver Inattention/Distraction,Unspecified,4/14/2021,1:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfaa1
,Unsafe Speed,,4/14/2021,3:25,3,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfaa2
QUEENS,Following Too Closely,Unspecified,4/16/2021,8:05,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfaa3
BRONX,Driver Inattention/Distraction,,4/15/2021,20:13,1,0,,,65226c0c27407f3e1fedfaa4
STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,4/14/2021,16:30,2,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfaa5
,Passing Too Closely,Unspecified,4/14/2021,20:15,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaa6
BROOKLYN,Driver Inattention/Distraction,,4/15/2021,16:37,1,0,Sedan,,65226c0c27407f3e1fedfaa7
BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,4/15/2021,6:05,1,0,Sedan,Sedan,65226c0c27407f3e1fedfaa8
QUEENS,Failure to Yield Right-of-Way,,4/16/2021,8:40,1,0,Sedan,,65226c0c27407f3e1fedfaa9
BRONX,Turning Improperly,,4/15/2021,20:15,0,0,Ambulance,,65226c0c27407f3e1fedfaaa
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/13/2021,23:00,0,0,Sedan,,65226c0c27407f3e1fedfaab
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/16/2021,20:55,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaac
BRONX,Unspecified,,4/15/2021,17:25,0,0,Sedan,,65226c0c27407f3e1fedfaad
BROOKLYN,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,4/16/2021,6:45,0,0,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,65226c0c27407f3e1fedfaae
BRONX,Unspecified,Unspecified,4/10/2021,12:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaaf
,Reaction to Uninvolved Vehicle,Unspecified,4/14/2021,15:53,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfab0
,Backing Unsafely,Unspecified,4/9/2021,17:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfab1
BROOKLYN,Unspecified,Unspecified,4/14/2021,19:10,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfab2
QUEENS,Unsafe Speed,Failure to Yield Right-of-Way,4/16/2021,13:55,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfab3
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,0:00,2,0,Station Wagon/Sport Utility Vehicle,PK,65226c0c27407f3e1fedfab4
QUEENS,Unspecified,Unspecified,9/11/2021,20:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfab5
,Driver Inattention/Distraction,Unspecified,4/16/2021,16:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfab6
MANHATTAN,Failure to Yield Right-of-Way,,4/15/2021,22:25,1,0,Sedan,,65226c0c27407f3e1fedfab7
MANHATTAN,Unspecified,Unspecified,4/14/2021,10:09,0,0,Tow Truck / Wrecker,Dump,65226c0c27407f3e1fedfab8
BROOKLYN,Driver Inexperience,Unspecified,4/16/2021,0:01,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfab9
MANHATTAN,Driver Inattention/Distraction,,4/15/2021,20:45,0,0,Sedan,,65226c0c27407f3e1fedfaba
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,7:00,0,0,Sedan,,65226c0c27407f3e1fedfabb
BROOKLYN,Following Too Closely,Unspecified,4/15/2021,10:45,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfabc
STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,4/16/2021,12:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfabd
,Following Too Closely,Following Too Closely,4/14/2021,6:50,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfabe
BROOKLYN,Unspecified,Unspecified,4/14/2021,3:39,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfabf
,Unspecified,,4/16/2021,22:00,0,0,Sedan,,65226c0c27407f3e1fedfac0
,Failure to Yield Right-of-Way,Unspecified,4/14/2021,0:00,1,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfac1
,Driver Inattention/Distraction,Unspecified,4/15/2021,19:10,0,0,Sedan,,65226c0c27407f3e1fedfac2
,Driver Inattention/Distraction,Unspecified,4/14/2021,13:35,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfac3
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/16/2021,15:05,0,0,Sedan,Sedan,65226c0c27407f3e1fedfac4
BRONX,Failure to Yield Right-of-Way,Unspecified,4/14/2021,9:33,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfac5
,Unspecified,Unspecified,4/13/2021,16:05,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfac6
,Backing Unsafely,Unspecified,4/15/2021,9:27,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfac7
BROOKLYN,Passing Too Closely,Unspecified,4/16/2021,11:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfac8
,Driver Inattention/Distraction,Unspecified,4/11/2021,8:56,0,0,Sedan,Sedan,65226c0c27407f3e1fedfac9
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,13:02,0,0,Sedan,Sedan,65226c0c27407f3e1fedfaca
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,0:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfacb
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,5:30,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfacc
MANHATTAN,Failure to Yield Right-of-Way,,4/16/2021,20:26,1,0,,,65226c0c27407f3e1fedfacd
BRONX,Unspecified,,4/13/2021,9:00,0,0,Sedan,,65226c0c27407f3e1fedface
,Passing or Lane Usage Improper,Unspecified,4/15/2021,11:45,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfacf
MANHATTAN,Reaction to Uninvolved Vehicle,Unspecified,4/1/2021,0:10,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfad0
BRONX,Passing Too Closely,Unspecified,4/15/2021,11:41,0,0,Sedan,,65226c0c27407f3e1fedfad1
,Driver Inattention/Distraction,Unspecified,4/15/2021,2:00,0,0,Sedan,Pick-up Truck,65226c0c27407f3e1fedfad2
BRONX,Steering Failure,Unspecified,4/15/2021,0:05,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfad3
BRONX,Unspecified,,4/16/2021,11:30,0,0,Sedan,,65226c0c27407f3e1fedfad4
,Fell Asleep,Unspecified,4/16/2021,15:30,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfad5
,Driver Inattention/Distraction,Unspecified,4/14/2021,15:00,0,0,Sedan,Taxi,65226c0c27407f3e1fedfad6
MANHATTAN,Driver Inattention/Distraction,,4/14/2021,8:03,1,0,Taxi,,65226c0c27407f3e1fedfad7
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,7:45,0,0,Sedan,,65226c0c27407f3e1fedfad8
STATEN ISLAND,View Obstructed/Limited,Unspecified,4/14/2021,6:45,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfad9
,Driver Inattention/Distraction,Unspecified,4/14/2021,22:43,0,0,Pick-up Truck,Tow Truck / Wrecker,65226c0c27407f3e1fedfada
,Driver Inattention/Distraction,Unspecified,4/15/2021,16:55,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfadb
BRONX,Backing Unsafely,Unspecified,4/14/2021,18:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfadc
MANHATTAN,Failure to Yield Right-of-Way,Turning Improperly,4/15/2021,12:26,2,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfadd
BRONX,Unspecified,,9/11/2021,22:15,1,0,Motorcycle,,65226c0c27407f3e1fedfade
MANHATTAN,Driver Inexperience,Unspecified,4/15/2021,8:10,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfadf
BROOKLYN,Unspecified,,4/15/2021,16:00,0,0,Sedan,,65226c0c27407f3e1fedfae0
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,4/14/2021,16:00,1,0,Station Wagon/Sport Utility Vehicle,E-Scooter,65226c0c27407f3e1fedfae1
BROOKLYN,Unspecified,Unspecified,4/15/2021,18:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfae2
BROOKLYN,Unspecified,Unspecified,4/16/2021,14:56,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfae3
STATEN ISLAND,Unspecified,,4/14/2021,17:30,0,0,Sedan,,65226c0c27407f3e1fedfae4
BROOKLYN,Unspecified,,4/14/2021,7:15,0,0,Sedan,,65226c0c27407f3e1fedfae5
BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4/14/2021,20:10,0,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfae6
MANHATTAN,Unspecified,,4/15/2021,9:28,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfae7
QUEENS,Driver Inattention/Distraction,,4/14/2021,9:05,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfae8
,Driver Inattention/Distraction,Unspecified,4/14/2021,10:49,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfae9
BRONX,Passing Too Closely,Unspecified,4/16/2021,14:30,0,0,Sedan,,65226c0c27407f3e1fedfaea
BRONX,Alcohol Involvement,Unspecified,4/16/2021,18:05,0,0,Sedan,Taxi,65226c0c27407f3e1fedfaeb
BRONX,Driver Inexperience,Unspecified,4/14/2021,0:00,0,0,Sedan,E-Bike,65226c0c27407f3e1fedfaec
MANHATTAN,Unspecified,,4/15/2021,15:37,0,0,Sedan,,65226c0c27407f3e1fedfaed
BRONX,Failure to Yield Right-of-Way,Driver Inexperience,4/14/2021,17:20,0,0,E-Bike,Sedan,65226c0c27407f3e1fedfaee
,Driver Inexperience,Unspecified,4/14/2021,23:17,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaef
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,9:25,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfaf0
BROOKLYN,Unspecified,Unspecified,4/15/2021,16:00,1,0,Van,Sedan,65226c0c27407f3e1fedfaf1
BRONX,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4/13/2021,17:55,1,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfaf2
BROOKLYN,Backing Unsafely,Unspecified,4/16/2021,21:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaf3
QUEENS,Failure to Yield Right-of-Way,,4/15/2021,10:30,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfaf4
